ativo,retornoBruto,retornoPercentual,LN
1INCHUSDT,0.0,NaN,NaN
AAVEUSDT,0.0,NaN,NaN
ADAUSDC,-0.002366666666666649,-0.04200015380337985,-0.04290766155761491
ADAUSDT,-0.0023843333333333286,-0.042335965151102495,-0.04325825683112303
AIONUSDT,0.0,NaN,NaN
AKROUSDT,0.0,NaN,NaN
ALGOUSDC,-0.006833333333333358,-0.009951456310679618,-0.010001303026013628
ALGOUSDT,-0.006766666666666699,-0.009862507894864758,-0.00991146458228478
ALPHAUSDT,0.0,NaN,NaN
ANKRUSDC,7.213333333333334E-4,0.15259854735209077,0.14201899969696488
ANKRUSDT,7.426666666666675E-4,0.16068080196163304,0.14900673120364266
ANTUSDT,0.0,NaN,NaN
ARDRUSDT,0.0,NaN,NaN
ARPAUSDT,0.0,NaN,NaN
ASRUSDT,0.0,NaN,NaN
ATMUSDT,0.0,NaN,NaN
ATOMUSDC,-0.2617999999999996,-0.07235175444253028,-0.07510266378741487
ATOMUSDT,-0.2635666666666663,-0.07292800354171658,-0.07572405034984528
AUDIOUSDT,0.0,NaN,NaN
AUDUSDT,0.0,NaN,NaN
AVAUSDT,0.0,NaN,NaN
AVAXUSDT,0.0,NaN,NaN
AXSUSDT,0.0,NaN,NaN
BALUSDT,0.0,NaN,NaN
BANDUSDT,0.0,NaN,NaN
BATUSDC,-0.012770000000000004,-0.05586095274201308,-0.05748182785946245
BATUSDT,-0.01288333333333333,-0.05627548048922537,-0.05792097797726858
BCCUSDT,0.0,NaN,NaN
BCHABCUSDC,0.7499999999999432,0.0023400936037438758,0.0023373598487045504
BCHABCUSDT,0.733666666666636,0.0022891363268564557,0.002286520245911609
BCHSVUSDC,0.0,NaN,NaN
BCHSVUSDT,0.0,NaN,NaN
BCHUSDC,0.0,NaN,NaN
BCHUSDT,0.0,NaN,NaN
BCPTUSDC,-0.0022346666666666556,-0.058105671890167465,-0.059862188925575925
BEAMUSDT,0.0,NaN,NaN
BEARUSDT,0.0,NaN,NaN
BELUSDT,0.0,NaN,NaN
BGBPUSDC,0.24070666666666707,0.24748783329906132,0.22113179572949326
BKRWUSDT,0.0,NaN,NaN
BLZUSDT,0.0,NaN,NaN
BNBBEARUSDT,0.0,NaN,NaN
BNBBULLUSDT,0.0,NaN,NaN
BNBUSDC,-0.46903000000000006,-0.016287400169368915,-0.016421497934464124
BNBUSDT,-0.462376666666664,-0.016050101243852977,-0.016180299124366544
BNTUSDT,0.0,NaN,NaN
BTCSTUSDT,0.0,NaN,NaN
BTCUSDC,13.802333333336719,0.0013052474750099297,0.001304396380036964
BTCUSDT,14.618999999998778,0.001382261727761236,0.0013813072834458812
BTSUSDT,0.0,NaN,NaN
BTTUSDC,-7.653666666666695E-5,-0.09591261304538556,-0.10082925627671953
BTTUSDT,-7.583333333333357E-5,-0.09503241545247987,-0.09985615410323301
BULLUSDT,0.0,NaN,NaN
BUSDUSDT,0.0,NaN,NaN
BZRXUSDT,0.0,NaN,NaN
CELOUSDT,0.0,NaN,NaN
CELRUSDT,-5.723333333333327E-4,-0.06216509775524981,-0.06418135586761377
CHRUSDT,0.0,NaN,NaN
CHZUSDT,0.0,NaN,NaN
CKBUSDT,0.0,NaN,NaN
COCOSUSDT,1.397E-4,Infinity,Infinity
COMPUSDT,0.0,NaN,NaN
COSUSDT,0.007520666666666665,0.6623220314105385,0.5082154390421271
COTIUSDT,0.0,NaN,NaN
CRVUSDT,0.0,NaN,NaN
CTKUSDT,0.0,NaN,NaN
CTSIUSDT,0.0,NaN,NaN
CTXCUSDT,0.0,NaN,NaN
CVCUSDT,0.0,NaN,NaN
DAIUSDT,0.0,NaN,NaN
DASHUSDT,-4.38633333333334,-0.04086036864069964,-0.041718613697182494
DATAUSDT,0.0,NaN,NaN
DCRUSDT,0.0,NaN,NaN
DENTUSDT,0.0,NaN,NaN
DGBUSDT,0.0,NaN,NaN
DIAUSDT,0.0,NaN,NaN
DNTUSDT,0.0,NaN,NaN
DOCKUSDT,0.0,NaN,NaN
DOGEUSDC,-7.472333333333322E-5,-0.025876956037917842,-0.026217654815210916
DOGEUSDT,-7.181333333333316E-5,-0.02483515470097286,-0.02514875017380055
DOTUSDT,0.0,NaN,NaN
DREPUSDT,0.0,NaN,NaN
DUSKUSDC,0.03248999999999999,0.25194509783648233,0.22469842014809382
DUSKUSDT,0.033,0.25667617319159963,0.22847027763714817
EGLDUSDT,0.0,NaN,NaN
ENJUSDT,-0.005335000000000006,-0.0669782974413915,-0.06932681735644351
EOSBEARUSDT,0.0,NaN,NaN
EOSBULLUSDT,0.0,NaN,NaN
EOSUSDC,-0.11741333333333248,-0.028009507201569805,-0.028409255641106843
EOSUSDT,-0.116509999999999,-0.02780104274789097,-0.028194806936560762
ERDUSDC,-3.332133333333342E-4,-0.10501479140753722,-0.1109480875561814
ERDUSDT,-3.3639333333333396E-4,-0.10554344131565896,-0.11153894212677293
ETCUSDC,-0.03393333333333448,-0.0056960927489524416,-0.005712377353777348
ETCUSDT,-0.029180000000001094,-0.004904605589368005,-0.00491667263961171
ETHBEARUSDT,0.0,NaN,NaN
ETHBULLUSDT,0.0,NaN,NaN
ETHUSDC,-6.701333333333338,-0.031088595693617105,-0.03158210129572294
ETHUSDT,-6.645333333333326,-0.03082313033502526,-0.03130815571355598
EURUSDT,0.0,NaN,NaN
FETUSDT,-0.007723333333333346,-0.08855679559700369,-0.09272599683988123
FILUSDT,0.0,NaN,NaN
FIOUSDT,0.0,NaN,NaN
FIROUSDT,0.0,NaN,NaN
FLMUSDT,0.0,NaN,NaN
FTMUSDC,-0.0013340000000000053,-0.06322874206085904,-0.06531614827611365
FTMUSDT,-0.0013236666666666605,-0.0629089238470919,-0.06497480173100849
FTTUSDT,0.0,NaN,NaN
FUNUSDT,0.0,NaN,NaN
GBPUSDT,0.0,NaN,NaN
GRTUSDT,0.0,NaN,NaN
GTOUSDC,-0.0013746666666666664,-0.08049813589428279,-0.08392320763615424
GTOUSDT,-0.0014123333333333331,-0.08371532442898921,-0.08742818139941806
GXSUSDT,0.0,NaN,NaN
HARDUSDT,0.0,NaN,NaN
HBARUSDT,0.0,NaN,NaN
HCUSDT,0.0,NaN,NaN
HIVEUSDT,0.0,NaN,NaN
HNTUSDT,0.0,NaN,NaN
HOTUSDT,-1.0345999999999988E-4,-0.09525066286948825,-0.10009734919341767
ICXUSDT,-0.01558666666666672,-0.06442812461248082,-0.0665973052332176
INJUSDT,0.0,NaN,NaN
IOSTUSDT,1.3123333333333285E-4,0.01449254022535773,0.014388527102787247
IOTAUSDT,-0.012963333333333271,-0.045737874582490234,-0.046816880686142356
IOTXUSDT,0.0,NaN,NaN
IRISUSDT,0.0,NaN,NaN
JSTUSDT,0.0,NaN,NaN
JUVUSDT,0.0,NaN,NaN
KAVAUSDT,0.0,NaN,NaN
KEYUSDT,0.0,NaN,NaN
KMDUSDT,0.0,NaN,NaN
KNCUSDT,0.0,NaN,NaN
KSMUSDT,0.0,NaN,NaN
LENDUSDT,0.0,NaN,NaN
LINKUSDC,-0.03822666666666619,-0.01610923035862266,-0.01624039455357183
LINKUSDT,-0.036926666666666996,-0.015564410075419643,-0.01568680719295048
LITUSDT,0.0,NaN,NaN
LRCUSDT,0.0,NaN,NaN
LSKUSDT,0.0,NaN,NaN
LTCUSDC,-5.125666666666675,-0.055943419908537684,-0.05756917809519285
LTCUSDT,-5.078666666666663,-0.055453847301738635,-0.05705072854594127
LTOUSDT,0.0,NaN,NaN
LUNAUSDT,0.0,NaN,NaN
MANAUSDT,0.0,NaN,NaN
MATICUSDT,4.333333333333359E-4,0.03303097288919399,0.03249717312381945
MBLUSDT,0.0,NaN,NaN
MCOUSDT,0.0,NaN,NaN
MDTUSDT,0.0,NaN,NaN
MFTUSDT,0.0,NaN,NaN
MITHUSDT,-0.0017070000000000002,-0.07293417267211666,-0.0757307047962634
MKRUSDT,0.0,NaN,NaN
MTLUSDT,0.0,NaN,NaN
NANOUSDT,-0.029729999999999368,-0.02529387575684472,-0.025619264450386085
NBSUSDT,0.0,NaN,NaN
NEARUSDT,0.0,NaN,NaN
NEOUSDC,-0.5887666666666682,-0.051272151990595094,-0.052633299151568176
NEOUSDT,-0.5902333333333303,-0.0513992783723608,-0.05276730480982932
NKNUSDT,0.0,NaN,NaN
NMRUSDT,0.0,NaN,NaN
NPXSUSDC,9.884666666666669E-5,2.2105106224375706,1.1664299969017082
NPXSUSDT,9.886999999999998E-5,2.2105380831718584,1.1664385502504047
NULSUSDT,-0.0315366666666666,-0.06151935444017442,-0.06349304590682335
OCEANUSDT,0.0,NaN,NaN
OGNUSDT,0.0,NaN,NaN
OGUSDT,0.0,NaN,NaN
OMGUSDT,-0.08665999999999952,-0.057661342193162324,-0.05939055966469113
ONEUSDC,-3.393333333333269E-4,-0.030277794301349803,-0.030745634378655396
ONEUSDT,-3.2833333333333325E-4,-0.0291886445800984,-0.029623108226631292
ONGUSDT,-0.015273333333333333,-0.06645877148451662,-0.06877015145288175
ONTUSDC,0.17968666666666644,0.2906814345877793,0.2551703227683996
ONTUSDT,-0.044520000000000226,-0.04702667873201227,-0.048168370191993444
ORNUSDT,0.0,NaN,NaN
OXTUSDT,0.0,NaN,NaN
PAXGUSDT,0.0,NaN,NaN
PAXUSDT,2.300000000000635E-4,2.3000383339732977E-4,2.2997738657081098E-4
PERLUSDC,0.0,NaN,NaN
PERLUSDT,0.0,NaN,NaN
