ativo,retornoBruto,retornoPercentual,LN
1INCHUSDT,0.0,NaN,NaN
AAVEUSDT,0.0,NaN,NaN
ADAUSDC,-0.009958571428571414,-0.10494700710586524,-0.11087235252254012
ADAUSDT,-0.010425714285714274,-0.10972126168926832,-0.11622067617624261
AIONUSDT,-0.018585714285714303,-0.179944674965422,-0.19838347144544283
AKROUSDT,0.0,NaN,NaN
ALGOUSDC,0.0,NaN,NaN
ALGOUSDT,-0.0694857142857142,-0.1835818078882806,-0.20282856496336063
ALPHAUSDT,0.0,NaN,NaN
ANKRUSDC,0.0,NaN,NaN
ANKRUSDT,-0.0017735714285714282,-0.23712206581736917,-0.27065724190808843
ANTUSDT,-1.0754571428571436,-0.22998316719466494,-0.2613429035872016
ARDRUSDT,-0.005485714285714281,-0.08534471262835042,-0.08920801980206797
ARPAUSDT,-0.008797142857142854,-0.2461624560281419,-0.2825783931120545
ASRUSDT,0.0,NaN,NaN
ATMUSDT,0.0,NaN,NaN
ATOMUSDC,-0.794142857142857,-0.15152919369786844,-0.1643196011435693
ATOMUSDT,-0.7871428571428565,-0.15015260518857632,-0.16269848113217705
AUDIOUSDT,0.0,NaN,NaN
AUDUSDT,-0.005689999999999862,-0.007902903220685875,-0.007934296669324095
AVAUSDT,0.0,NaN,NaN
AVAXUSDT,1.9279142857142857,Infinity,Infinity
AXSUSDT,0.0,NaN,NaN
BALUSDT,-6.132999999999999,-0.27386625329327186,-0.3200210570105686
BANDUSDT,-1.649857142857143,-0.20722831899057614,-0.23222001682454307
BATUSDC,-0.026228571428571407,-0.10255264480813264,-0.10820081750793788
BATUSDT,-0.027771428571428558,-0.1080720480320213,-0.11436992100065448
BCCUSDT,0.0,NaN,NaN
BCHABCUSDC,0.0,NaN,NaN
BCHABCUSDT,0.0,NaN,NaN
BCHSVUSDC,0.0,NaN,NaN
BCHSVUSDT,0.0,NaN,NaN
BCHUSDC,-7.555714285714288,-0.03300282667432097,-0.03355970667098581
BCHUSDT,-7.451428571428579,-0.03255300160393437,-0.03309463759836023
BCPTUSDC,0.0,NaN,NaN
BEAMUSDT,-0.02665714285714288,-0.07947866087400979,-0.08281509647451116
BEARUSDT,0.0,NaN,NaN
BELUSDT,1.1647428571428575,0.5904906753575956,0.46404256947852457
BGBPUSDC,-0.010285714285714453,-0.007940534221496875,-0.007972228152681438
BKRWUSDT,0.0,NaN,NaN
BLZUSDT,-0.02692285714285715,-0.21884943214808283,-0.2469873591809864
BNBBEARUSDT,0.0,NaN,NaN
BNBBULLUSDT,0.0,NaN,NaN
BNBUSDC,-3.2064142857142883,-0.11338442264364457,-0.12034378705747786
BNBUSDT,-3.23977142857143,-0.11430385903545537,-0.12138134322188075
BNTUSDT,-0.26725714285714297,-0.2419836763203167,-0.2770503583741731
BTCSTUSDT,0.0,NaN,NaN
BTCUSDC,45.32999999999993,0.004257607029217736,0.00424856906472964
BTCUSDT,49.458571428571304,0.004646320789255753,0.004635559960119389
BTSUSDT,-0.003921428571428572,-0.13330419580419584,-0.14306722397989258
BTTUSDC,-3.235714285714284E-5,-0.0942689474341365,-0.09901286848083447
BTTUSDT,-3.217142857142862E-5,-0.09368110154332554,-0.09836404981984652
BULLUSDT,0.0,NaN,NaN
BUSDUSDT,1.5714285714274467E-4,1.5716081837902074E-4,1.5714846991138386E-4
BZRXUSDT,-0.20188571428571428,-0.45960712891895406,-0.6154588649130743
CELOUSDT,0.0,NaN,NaN
CELRUSDT,-0.0016742857142857132,-0.2553933318805839,-0.2948991622795415
CHRUSDT,-0.010020000000000008,-0.22605388681191196,-0.25625302902009905
CHZUSDT,-0.0013397142857142878,-0.105433572801781,-0.11141611697037966
CKBUSDT,0.0,NaN,NaN
COCOSUSDT,7.142857142857146E-6,0.02023472278429783,0.02003272119930973
COMPUSDT,-23.140000000000015,-0.14074814267715174,-0.15169320169171557
COSUSDT,-5.042857142857149E-4,-0.06371841155234659,-0.06583900538992932
COTIUSDT,-0.010437142857142867,-0.1957401205626258,-0.21783282890068237
CRVUSDT,-0.5194285714285714,-0.30855397148676167,-0.3689701807957697
CTKUSDT,0.0,NaN,NaN
CTSIUSDT,-0.007147142857142866,-0.13897608266896322,-0.1496329963908191
CTXCUSDT,-0.01157142857142858,-0.10894418291862817,-0.11534820803983256
CVCUSDT,-0.00445857142857143,-0.14062992835578791,-0.15155563295765279
DAIUSDT,0.0,NaN,NaN
DASHUSDT,-6.132857142857134,-0.08155859946425503,-0.08507717545230324
DATAUSDT,-0.005954285714285704,-0.13513163013876262,-0.14517795720065413
DCRUSDT,-2.134714285714283,-0.15111187517064917,-0.16382787422833178
DENTUSDT,-9.757142857142858E-6,-0.043154103746761874,-0.044112928444124386
DGBUSDT,0.0034228571428571407,0.1497968115035948,0.13958524111536258
DIAUSDT,-0.7194285714285711,-0.30326388052511133,-0.36134853463425354
DNTUSDT,0.0,NaN,NaN
DOCKUSDT,-9.404285714285712E-4,-0.04583814948403353,-0.04692196729467391
DOGEUSDC,0.0,NaN,NaN
DOGEUSDT,-1.2171428571428576E-4,-0.04342795394190235,-0.04439917034763606
DOTUSDT,-0.6386142857142865,-0.12443354525514139,-0.13288422523125545
DREPUSDT,3.8257142857142873E-4,0.14536966670285523,0.13572743791597694
DUSKUSDC,0.0,NaN,NaN
DUSKUSDT,-0.011342857142857148,-0.19045334612616938,-0.21128087457416672
EGLDUSDT,-3.3925714285714257,-0.2548369442745386,-0.29415221780482376
ENJUSDT,-0.008168571428571386,-0.04973687644065561,-0.051016360569529406
EOSBEARUSDT,0.0,NaN,NaN
EOSBULLUSDT,0.0,NaN,NaN
EOSUSDC,-0.15428571428571392,-0.05624414123528787,-0.05788777047556303
EOSUSDT,-0.1546142857142856,-0.05636891090243379,-0.05801998466457074
ERDUSDC,0.0,NaN,NaN
ERDUSDT,0.0,NaN,NaN
ETCUSDC,0.0,NaN,NaN
ETCUSDT,-0.15569999999999862,-0.03015071206471076,-0.03061459281897275
ETHBEARUSDT,0.0,NaN,NaN
ETHBULLUSDT,0.0,NaN,NaN
ETHUSDC,-18.539999999999964,-0.049468267581475045,-0.050733732636142684
ETHUSDT,-18.362857142857195,-0.04899599005900568,-0.05023699989359187
EURUSDT,-0.007500000000000062,-0.006367881618048465,-0.006388243061733986
FETUSDT,-0.015239999999999997,-0.20353340710497192,-0.22757009289076358
FILUSDT,0.0,NaN,NaN
FIOUSDT,-0.0242857142857143,-0.15617822691777683,-0.1698139760194219
FIROUSDT,0.0,NaN,NaN
FLMUSDT,0.0,NaN,NaN
FTMUSDC,0.0,NaN,NaN
FTMUSDT,0.010305714285714276,0.36450912030720994,0.31079474513601063
FTTUSDT,-0.23785714285714343,-0.06075311975479836,-0.06267691607182195
FUNUSDT,-3.9671428571428627E-4,-0.1095204290897619,-0.11599511766072934
GBPUSDT,-0.0035999999999998256,-0.002813913237674992,-0.0028178797341950816
GRTUSDT,0.0,NaN,NaN
GTOUSDC,0.0,NaN,NaN
GTOUSDT,-8.385714285714298E-4,-0.09193422083007063,-0.09643845898503903
GXSUSDT,-0.13180000000000003,-0.20321585903083705,-0.22717147631197884
HARDUSDT,0.0,NaN,NaN
HBARUSDT,-0.004375714285714288,-0.11854632711510182,-0.12618283339208752
HCUSDT,-0.012542857142856967,-0.009993853438659439,-0.010044127224956267
HIVEUSDT,-0.013599999999999973,-0.07596552824768577,-0.07900590094509594
HNTUSDT,0.3271428571428571,Infinity,Infinity
HOTUSDT,-6.064285714285709E-5,-0.10749829066322258,-0.11372685010689693
ICXUSDT,-0.05697142857142856,-0.11696729725766242,-0.12439304311570365
INJUSDT,0.0,NaN,NaN
IOSTUSDT,-0.0011989999999999995,-0.169675528151218,-0.18593872464640127
IOTAUSDT,-0.03030000000000005,-0.10695375926579609,-0.11311691810895076
IOTXUSDT,-0.0016880000000000003,-0.16548787832103196,-0.18090801030693263
IRISUSDT,-0.01364714285714285,-0.1962689786945534,-0.21849061639282844
JSTUSDT,-6.957142857142856E-4,-0.017183585618009256,-0.01733293682420678
JUVUSDT,0.0,NaN,NaN
KAVAUSDT,-0.3934571428571427,-0.15182351384723936,-0.16466654438113204
KEYUSDT,-3.884285714285717E-4,-0.12845467000519684,-0.13748740161133025
KMDUSDT,-0.04315714285714278,-0.06878571916482601,-0.07126586617413246
KNCUSDT,-0.23885714285714266,-0.19798697454114844,-0.2206304300269966
KSMUSDT,-1.8538571428571444,-0.04717365225926062,-0.04832260836290903
LENDUSDT,-0.12737714285714274,-0.19389758856673123,-0.21554448321551706
LINKUSDC,-2.46307142857143,-0.2101000081644293,-0.2358489341477927
LINKUSDT,-2.448171428571431,-0.20887383494808398,-0.2342978232356224
LITUSDT,0.0,NaN,NaN
LRCUSDT,-0.015525714285714337,-0.06090118966898872,-0.06283457599058978
LSKUSDT,-0.1552714285714285,-0.10947052484212427,-0.11593907724054073
LTCUSDC,-3.180000000000014,-0.06511437430527145,-0.06733108263600272
LTCUSDT,-3.1785714285714235,-0.06507560469129292,-0.06728961359524609
LTOUSDT,-0.014024285714285711,-0.17529418066889269,-0.19272853886711988
LUNAUSDT,-0.01915714285714276,-0.05924453280318065,-0.061072037995507214
MANAUSDT,-0.006605714285714284,-0.08084905495427763,-0.08430492088023069
MATICUSDT,-5.385714285714299E-4,-0.026437587657784034,-0.026793344933484585
MBLUSDT,3.485714285714268E-5,0.019970535275822376,0.019773739894454877
MCOUSDT,-0.18728571428571517,-0.04112683125764682,-0.041996466502593754
