ativo,retornoBruto,retornoPercentual,LN
1INCHUSDT,0.0,NaN,NaN
AAVEUSDT,0.0,NaN,NaN
ADAUSDC,8.659999999999918E-4,0.025151996282383626,0.024840890652620285
ADAUSDT,8.536666666666554E-4,0.024741331839127856,0.024440221561096428
AIONUSDT,0.0,NaN,NaN
AKROUSDT,0.0,NaN,NaN
ALGOUSDC,-0.06018000000000001,-0.2799634034766697,-0.3284532397591353
ALGOUSDT,-0.00634000000000004,-0.02663455209981669,-0.026995678514226594
ALPHAUSDT,0.0,NaN,NaN
ANKRUSDC,0.0,NaN,NaN
ANKRUSDT,-8.90000000000001E-5,-0.05714285714285716,-0.058840500022933465
ANTUSDT,0.0,NaN,NaN
ARDRUSDT,0.0,NaN,NaN
ARPAUSDT,-3.500000000000031E-5,-0.0035382126971290617,-0.0035444869758679202
ASRUSDT,0.0,NaN,NaN
ATMUSDT,0.0,NaN,NaN
ATOMUSDC,0.09956666666666703,0.023741584732897225,0.023464136110231373
ATOMUSDT,0.09646666666666626,0.02294312578287272,0.022683889903837698
AUDIOUSDT,0.0,NaN,NaN
AUDUSDT,0.0,NaN,NaN
AVAUSDT,0.0,NaN,NaN
AVAXUSDT,0.0,NaN,NaN
AXSUSDT,0.0,NaN,NaN
BALUSDT,0.0,NaN,NaN
BANDUSDT,-0.005213333333333348,-0.02129455654494461,-0.021524556641793285
BATUSDC,0.005659999999999971,0.031887323943661894,0.031389478873424144
BATUSDT,0.005859999999999976,0.03295096716149337,0.032419722565138726
BCCUSDT,0.0,NaN,NaN
BCHABCUSDC,0.0,NaN,NaN
BCHABCUSDT,0.0,NaN,NaN
BCHSVUSDC,0.0,NaN,NaN
BCHSVUSDT,0.0,NaN,NaN
BCHUSDC,22.61233333333334,0.11000499455139856,0.10436451490997417
BCHUSDT,22.50666666666669,0.10933014237854599,0.1037563578250682
BCPTUSDC,0.0,NaN,NaN
BEAMUSDT,-0.00186333333333355,-0.0033594153775891034,-0.0033650708831091014
BEARUSDT,0.0,NaN,NaN
BELUSDT,0.0,NaN,NaN
BGBPUSDC,-0.0046199999999998465,-0.0035299151394136974,-0.0035361599900523896
BKRWUSDT,0.0,NaN,NaN
BLZUSDT,0.0,NaN,NaN
BNBBEARUSDT,0.0,NaN,NaN
BNBBULLUSDT,0.0,NaN,NaN
BNBUSDC,0.43540333333333514,0.03152171342440191,0.031035103646346048
BNBUSDT,0.4285133333333331,0.030966256863310893,0.03049647594764232
BNTUSDT,0.0,NaN,NaN
BTCSTUSDT,0.0,NaN,NaN
BTCUSDC,317.61033333333125,0.043552380020364545,0.04263064274907371
BTCUSDT,316.63466666666864,0.04337537836855865,0.04246101382778612
BTSUSDT,0.0,NaN,NaN
BTTUSDC,8.783333333333267E-6,0.030523828278849807,0.030067244107583938
BTTUSDT,8.790000000000002E-6,0.030518713978195944,0.030062281278773747
BULLUSDT,0.0,NaN,NaN
BUSDUSDT,-1.2666666666683035E-4,-1.2652327362339122E-4,-1.2653127836797351E-4
BZRXUSDT,0.0,NaN,NaN
CELOUSDT,0.0,NaN,NaN
CELRUSDT,-1.2300000000000158E-4,-0.033159597411934305,-0.03372184100937013
CHRUSDT,0.0,NaN,NaN
CHZUSDT,-2.812333333333328E-4,-0.036663798572906026,-0.037352809288241785
CKBUSDT,0.0,NaN,NaN
COCOSUSDT,-2.6566666666666644E-5,-0.04203808217732996,-0.04294725355226464
COMPUSDT,0.0,NaN,NaN
COSUSDT,-6.396666666666669E-4,-0.06274112338978621,-0.06479575250116044
COTIUSDT,0.0,NaN,NaN
CRVUSDT,0.0,NaN,NaN
CTKUSDT,0.0,NaN,NaN
CTSIUSDT,0.0,NaN,NaN
CTXCUSDT,5.033333333333279E-4,0.007592899884346416,0.007564218909706917
CVCUSDT,-7.023333333333395E-4,-0.03589315525876491,-0.03655315571950105
DAIUSDT,0.0,NaN,NaN
DASHUSDT,8.954333333333345,0.19653936201346234,0.1794335254544799
DATAUSDT,0.0,NaN,NaN
DCRUSDT,0.0,NaN,NaN
DENTUSDT,-1.1199999999999893E-6,-0.006765872616338764,-0.006788864899727913
DGBUSDT,0.0,NaN,NaN
DIAUSDT,0.0,NaN,NaN
DNTUSDT,0.0,NaN,NaN
DOCKUSDT,-1.995666666666663E-4,-0.026519547480044925,-0.026877533960637925
DOGEUSDC,0.0,NaN,NaN
DOGEUSDT,3.581333333333358E-5,0.017353775382965564,0.01720491831005388
DOTUSDT,0.0,NaN,NaN
DREPUSDT,1.383E-4,Infinity,Infinity
DUSKUSDC,-7.999999999999952E-4,-0.01940334707737068,-0.019594063066128972
DUSKUSDT,-7.633333333333311E-4,-0.018530506554458648,-0.018704347312044296
EGLDUSDT,0.0,NaN,NaN
ENJUSDT,-0.001610666666666677,-0.020604401461752797,-0.020819633762973553
EOSBEARUSDT,0.0,NaN,NaN
EOSBULLUSDT,0.0,NaN,NaN
EOSUSDC,0.2074933333333333,0.0806970373836986,0.07760623793680778
EOSUSDT,0.20772000000000057,0.080670676294607,0.07758184496662868
ERDUSDC,0.0,NaN,NaN
ERDUSDT,-8.215333333333355E-5,-0.044955010333122436,-0.045996830012204434
ETCUSDC,0.0,NaN,NaN
ETCUSDT,0.6323299999999978,0.1480663078296809,0.13807905566288275
ETHBEARUSDT,0.0,NaN,NaN
ETHBULLUSDT,0.0,NaN,NaN
ETHUSDC,3.426666666666648,0.025705141028205425,0.025380318532965105
ETHUSDT,3.3889999999999816,0.025397880137593587,0.025080713013652285
EURUSDT,0.2598133333333333,0.9986035129975783,0.6924486931732067
FETUSDT,-0.0026253333333333267,-0.058412999784918984,-0.06018852919012458
FILUSDT,0.0,NaN,NaN
FIOUSDT,0.0,NaN,NaN
FIROUSDT,0.0,NaN,NaN
FLMUSDT,0.0,NaN,NaN
FTMUSDC,-0.002595,-0.2675901419585468,-0.31141500635776503
FTMUSDT,-2.8600000000000153E-4,-0.026659209545115692,-0.027021010991016885
FTTUSDT,0.5218666666666665,0.3437630371297453,0.2954739148968143
FUNUSDT,-1.6700000000000005E-4,-0.05103600024448385,-0.05238441601745093
GBPUSDT,0.0,NaN,NaN
GRTUSDT,0.0,NaN,NaN
GTOUSDC,0.0,NaN,NaN
GTOUSDT,-3.316666666666676E-4,-0.036598374222974295,-0.03728489724641323
GXSUSDT,0.0,NaN,NaN
HARDUSDT,0.0,NaN,NaN
HBARUSDT,-0.0027060000000000035,-0.17337262942081,-0.19040126521076034
HCUSDT,0.04001666666666659,0.03574789175282289,0.035123766494492885
HIVEUSDT,0.0,NaN,NaN
HNTUSDT,0.0,NaN,NaN
HOTUSDT,9.003333333333424E-6,0.013814655503102236,0.013720102961786825
ICXUSDT,0.001203333333333334,0.010073668936265268,0.010023267734065817
INJUSDT,0.0,NaN,NaN
IOSTUSDT,8.443333333333324E-5,0.0167946320828527,0.016655161653024067
IOTAUSDT,0.0047399999999999665,0.027861047434314834,0.027479990031521673
IOTXUSDT,6.0100000000000865E-5,0.01692068020571358,0.016779120126720597
IRISUSDT,0.0,NaN,NaN
JSTUSDT,0.0,NaN,NaN
JUVUSDT,0.0,NaN,NaN
KAVAUSDT,0.021649999999999725,0.020792316926770527,0.02057910705848338
KEYUSDT,-4.5200000000000014E-5,-0.02673923331755801,-0.027103229945577963
KMDUSDT,0.0,NaN,NaN
KNCUSDT,0.0,NaN,NaN
KSMUSDT,0.0,NaN,NaN
LENDUSDT,0.0,NaN,NaN
LINKUSDC,0.06997000000000009,0.03657892673236285,0.035925797348578536
LINKUSDT,0.06783333333333386,0.03539352028996623,0.034781567295293615
LITUSDT,0.0,NaN,NaN
LRCUSDT,0.0,NaN,NaN
LSKUSDT,0.0,NaN,NaN
LTCUSDC,2.6099999999999923,0.0621591369168113,0.06030375803156649
LTCUSDT,2.603666666666662,0.06196403214418855,0.06012005420872492
LTOUSDT,0.0,NaN,NaN
LUNAUSDT,0.0,NaN,NaN
MANAUSDT,0.0,NaN,NaN
MATICUSDT,1.8266666666666258E-4,0.012222048754376713,0.012147962562349726
MBLUSDT,0.0,NaN,NaN
MCOUSDT,0.11076666666666668,0.02697065125641185,0.026613353377825253
MDTUSDT,0.0,NaN,NaN
MFTUSDT,-1.5333333333333128E-5,-0.017225238719340674,-0.017375319087470257
MITHUSDT,-5.396666666666675E-4,-0.06664196921050469,-0.06896641027687882
MKRUSDT,0.0,NaN,NaN
MTLUSDT,-0.008253333333333335,-0.03375320355526479,-0.034335994537763204
NANOUSDT,-0.021070000000000144,-0.030987420705342772,-0.03147768544740029
NBSUSDT,0.0,NaN,NaN
NEARUSDT,0.0,NaN,NaN
NEOUSDC,0.44789999999999885,0.05072173821135739,0.049477297764164506
NEOUSDT,0.4559666666666651,0.05166448864280149,0.05037413630181428
NKNUSDT,-3.653333333333321E-4,-0.020176359050827375,-0.020382681727071927
NMRUSDT,0.0,NaN,NaN
NPXSUSDC,0.0,NaN,NaN
NPXSUSDT,-2.306666666666683E-6,-0.01783091550928917,-0.017991801650505596
NULSUSDT,-0.00656333333333331,-0.026700477326968897,-0.02706340997102473
OCEANUSDT,0.0,NaN,NaN
OGNUSDT,0.036680000000000004,5.047706422018349,1.7996790963661182
OGUSDT,0.0,NaN,NaN
OMGUSDT,0.006809999999999761,0.010548762856788407,0.010493512864281821
ONEUSDC,-3.266666666666609E-5,-0.006792348211810295,-0.006815521201212004
ONEUSDT,-3.966666666666962E-5,-0.008270206407673175,-0.00830459429253612
